project;bugtype;count;version
java;JMH_LOOP_INSIDE_BENCHMARK;2;c1db5fbdab10ef2919ec3b10680bb1639ad0b2e5
java;JMH_STATE_FINAL_FIELD;6;c1db5fbdab10ef2919ec3b10680bb1639ad0b2e5
pushy;JMH_BENCHMARKMODE_SINGLESHOT;1;71812b4c170b5ff6742affbbe01b9d97b1c53815
pushy;JMH_BENCHMARK_METHOD_FOUND;2;71812b4c170b5ff6742affbbe01b9d97b1c53815
pushy;JMH_IGNORED_METHOD_RETURN;2;71812b4c170b5ff6742affbbe01b9d97b1c53815
pushy;JMH_LOOP_INSIDE_BENCHMARK;1;71812b4c170b5ff6742affbbe01b9d97b1c53815
pushy;JMH_STATE_FINAL_FIELD;24;71812b4c170b5ff6742affbbe01b9d97b1c53815
RoaringBitmap;JMH_STATE_FINAL_FIELD;436;760bc2d626c76cfc5a3ccc458796f7e42719d149
RoaringBitmap;JMH_BENCHMARK_METHOD_FOUND;255;760bc2d626c76cfc5a3ccc458796f7e42719d149
RoaringBitmap;JMH_IGNORED_METHOD_RETURN;32;760bc2d626c76cfc5a3ccc458796f7e42719d149
RoaringBitmap;JMH_LOOP_INSIDE_BENCHMARK;121;760bc2d626c76cfc5a3ccc458796f7e42719d149
RoaringBitmap;JMH_STATE_FINAL_FIELD;436;760bc2d626c76cfc5a3ccc458796f7e42719d149
RoaringBitmap;JMH_BENCHMARK_METHOD_FOUND;255;760bc2d626c76cfc5a3ccc458796f7e42719d149
RoaringBitmap;JMH_IGNORED_METHOD_RETURN;32;760bc2d626c76cfc5a3ccc458796f7e42719d149
RoaringBitmap;JMH_LOOP_INSIDE_BENCHMARK;121;760bc2d626c76cfc5a3ccc458796f7e42719d149
rtree;JMH_BENCHMARK_METHOD_FOUND;42;ac5f2e4a2e470fb4bd9ee51935e1d5cdf7be9c1d
rtree;JMH_IGNORED_METHOD_RETURN;1;ac5f2e4a2e470fb4bd9ee51935e1d5cdf7be9c1d
rtree;JMH_STATE_FINAL_FIELD;27;ac5f2e4a2e470fb4bd9ee51935e1d5cdf7be9c1d
commonmark-java;JMH_BENCHMARK_METHOD_FOUND;4;6101e8a6cf43bcb6dde29ca3ee7be1e07e2c5ed2
commonmark-java;JMH_STATE_FINAL_FIELD;19;6101e8a6cf43bcb6dde29ca3ee7be1e07e2c5ed2
hppc;JMH_BENCHMARK_METHOD_FOUND;5;e359e9da358e846fcbffc64a765611df954ba3f6
hppc;JMH_BENCHMARKMODE_SINGLESHOT;3;e359e9da358e846fcbffc64a765611df954ba3f6
hppc;JMH_STATE_FINAL_FIELD;24;e359e9da358e846fcbffc64a765611df954ba3f6
es4j;JMH_BENCHMARK_METHOD_FOUND;4;34ce67b31b41cc9894410cb5e957968965b1e0b7
es4j;JMH_IGNORED_METHOD_RETURN;3;34ce67b31b41cc9894410cb5e957968965b1e0b7
es4j;JMH_STATE_FINAL_FIELD;1;34ce67b31b41cc9894410cb5e957968965b1e0b7
es4j;JMH_LOOP_INSIDE_BENCHMARK;1;34ce67b31b41cc9894410cb5e957968965b1e0b7
pgjdbc;JMH_BENCHMARKMODE_SINGLESHOT;1;9b6506dfa1076ad27a16de8fc3e85bc23f1a5b97
pgjdbc;JMH_BENCHMARK_METHOD_FOUND;35;9b6506dfa1076ad27a16de8fc3e85bc23f1a5b97
pgjdbc;JMH_STATE_FINAL_FIELD;95;9b6506dfa1076ad27a16de8fc3e85bc23f1a5b97
pgjdbc;JMH_IGNORED_METHOD_RETURN;30;9b6506dfa1076ad27a16de8fc3e85bc23f1a5b97
pgjdbc;JMH_NOTFORKED_BENCHMARK;2;9b6506dfa1076ad27a16de8fc3e85bc23f1a5b97
pgjdbc;JMH_LOOP_INSIDE_BENCHMARK;18;9b6506dfa1076ad27a16de8fc3e85bc23f1a5b97
xodus;JMH_BENCHMARKMODE_SINGLESHOT;34;6cb98c0b61e6077f39492ce84be8270eee76b2b5
xodus;JMH_BENCHMARK_METHOD_FOUND;66;6cb98c0b61e6077f39492ce84be8270eee76b2b5
xodus;JMH_FIXTURE_USING_INVOCATION_SCOPE;18;6cb98c0b61e6077f39492ce84be8270eee76b2b5
xodus;JMH_STATE_FINAL_FIELD;187;6cb98c0b61e6077f39492ce84be8270eee76b2b5
xodus;JMH_IGNORED_METHOD_RETURN;20;6cb98c0b61e6077f39492ce84be8270eee76b2b5
xodus;JMH_LOOP_INSIDE_BENCHMARK;26;6cb98c0b61e6077f39492ce84be8270eee76b2b5
javaslang-circuitbreaker;JMH_BENCHMARK_METHOD_FOUND;17;4bc5037fd9795ab49d94c8d0e2aab0ff149f48a2
javaslang-circuitbreaker;JMH_STATE_FINAL_FIELD;63;4bc5037fd9795ab49d94c8d0e2aab0ff149f48a2
javaslang-circuitbreaker;JMH_IGNORED_METHOD_RETURN;1;4bc5037fd9795ab49d94c8d0e2aab0ff149f48a2
javaslang-circuitbreaker;JMH_BENCHMARK_METHOD_FOUND;17;4bc5037fd9795ab49d94c8d0e2aab0ff149f48a2
javaslang-circuitbreaker;JMH_STATE_FINAL_FIELD;63;4bc5037fd9795ab49d94c8d0e2aab0ff149f48a2
javaslang-circuitbreaker;JMH_IGNORED_METHOD_RETURN;1;4bc5037fd9795ab49d94c8d0e2aab0ff149f48a2
xstream;JMH_BENCHMARK_METHOD_FOUND;18;0a71b1edde842852f8ba01417188dcb75100286d
xstream;JMH_IGNORED_METHOD_RETURN;2;0a71b1edde842852f8ba01417188dcb75100286d
xstream;JMH_LOOP_INSIDE_BENCHMARK;1;0a71b1edde842852f8ba01417188dcb75100286d
xstream;JMH_STATE_FINAL_FIELD;30;0a71b1edde842852f8ba01417188dcb75100286d
rxjava-extras;JMH_BENCHMARK_METHOD_FOUND;1;a91d2ba7d454843250e0b0fce36084f9fb02a551
rxjava-extras;JMH_IGNORED_METHOD_RETURN;1;a91d2ba7d454843250e0b0fce36084f9fb02a551
airlift;JMH_BENCHMARK_METHOD_FOUND;6;38ad99bc73f4e2e23a5412ac79083fc363aa6285
airlift;JMH_IGNORED_METHOD_RETURN;3;38ad99bc73f4e2e23a5412ac79083fc363aa6285
airlift;JMH_LOOP_INSIDE_BENCHMARK;4;38ad99bc73f4e2e23a5412ac79083fc363aa6285
airlift;JMH_STATE_FINAL_FIELD;44;38ad99bc73f4e2e23a5412ac79083fc363aa6285
glowroot;JMH_BENCHMARK_METHOD_FOUND;5;987a87e9f47d1f4fc0449bdc0ecb188096927edd
glowroot;JMH_STATE_FINAL_FIELD;30;987a87e9f47d1f4fc0449bdc0ecb188096927edd
glowroot;JMH_LOOP_INSIDE_BENCHMARK;3;987a87e9f47d1f4fc0449bdc0ecb188096927edd
glowroot;JMH_BENCHMARKMODE_SINGLESHOT;1;987a87e9f47d1f4fc0449bdc0ecb188096927edd
glowroot;JMH_IGNORED_METHOD_RETURN;1;987a87e9f47d1f4fc0449bdc0ecb188096927edd
jenetics;JMH_BENCHMARK_METHOD_FOUND;47;d12b3360f180fcefcf20f3d6e9504bf9e8d9de9c
jenetics;JMH_STATE_FINAL_FIELD;79;d12b3360f180fcefcf20f3d6e9504bf9e8d9de9c
jenetics;JMH_IGNORED_METHOD_RETURN;2;d12b3360f180fcefcf20f3d6e9504bf9e8d9de9c
jenetics;JMH_LOOP_INSIDE_BENCHMARK;16;d12b3360f180fcefcf20f3d6e9504bf9e8d9de9c
geo;JMH_BENCHMARK_METHOD_FOUND;2;e90d2f406133cd9b60d54a3e6bdb7423d7fcce37
geo;JMH_IGNORED_METHOD_RETURN;2;e90d2f406133cd9b60d54a3e6bdb7423d7fcce37
geo;JMH_STATE_FINAL_FIELD;7;e90d2f406133cd9b60d54a3e6bdb7423d7fcce37
reveno;JMH_STATE_FINAL_FIELD;14;fc5fb289bfadd8cfeeca0e95b70234d4e6a40da4
reveno;JMH_BENCHMARK_METHOD_FOUND;1;fc5fb289bfadd8cfeeca0e95b70234d4e6a40da4
reveno;JMH_IGNORED_METHOD_RETURN;1;fc5fb289bfadd8cfeeca0e95b70234d4e6a40da4
mini2Dx;JMH_BENCHMARK_METHOD_FOUND;55;7ac7ec18bf55c860919ad3c62a5bcff2f9a48cc8
mini2Dx;JMH_IGNORED_METHOD_RETURN;53;7ac7ec18bf55c860919ad3c62a5bcff2f9a48cc8
mini2Dx;JMH_STATE_FINAL_FIELD;24;7ac7ec18bf55c860919ad3c62a5bcff2f9a48cc8
indexr;JMH_BENCHMARK_METHOD_FOUND;34;d55e924982f7d756ec8c267e178c8d7225121bcd
indexr;JMH_IGNORED_METHOD_RETURN;9;d55e924982f7d756ec8c267e178c8d7225121bcd
indexr;JMH_LOOP_INSIDE_BENCHMARK;21;d55e924982f7d756ec8c267e178c8d7225121bcd
indexr;JMH_STATE_FINAL_FIELD;2;d55e924982f7d756ec8c267e178c8d7225121bcd
hpack;JMH_STATE_FINAL_FIELD;18;d58ac0c4dff6a228c4f93a8b31587392918a7a8e
hpack;JMH_BENCHMARK_METHOD_FOUND;2;d58ac0c4dff6a228c4f93a8b31587392918a7a8e
hpack;JMH_IGNORED_METHOD_RETURN;1;d58ac0c4dff6a228c4f93a8b31587392918a7a8e
hpack;JMH_LOOP_INSIDE_BENCHMARK;3;d58ac0c4dff6a228c4f93a8b31587392918a7a8e
motif;JMH_BENCHMARK_METHOD_FOUND;4;33a72d79fcbac16c89f8c4b0567856f2442f59be
motif;JMH_STATE_FINAL_FIELD;12;33a72d79fcbac16c89f8c4b0567856f2442f59be
reactive-streams-commons;JMH_BENCHMARK_METHOD_FOUND;157;30e366f0f4172205060df81ad09f9f850ba8d539
reactive-streams-commons;JMH_LOOP_INSIDE_BENCHMARK;9;30e366f0f4172205060df81ad09f9f850ba8d539
reactive-streams-commons;JMH_STATE_FINAL_FIELD;257;30e366f0f4172205060df81ad09f9f850ba8d539
reactive-streams-commons;JMH_IGNORED_METHOD_RETURN;20;30e366f0f4172205060df81ad09f9f850ba8d539
jbender;JMH_BENCHMARK_METHOD_FOUND;1;d0aa989be2d0d15233c78201a0c501cbb3bf5aaf
jbender;JMH_IGNORED_METHOD_RETURN;2;d0aa989be2d0d15233c78201a0c501cbb3bf5aaf
jbender;JMH_LOOP_INSIDE_BENCHMARK;1;d0aa989be2d0d15233c78201a0c501cbb3bf5aaf
bucket4j;JMH_BENCHMARK_METHOD_FOUND;9;a29e71d208589904611df56473fd08f8e8f20ab5
bucket4j;JMH_IGNORED_METHOD_RETURN;3;a29e71d208589904611df56473fd08f8e8f20ab5
bucket4j;JMH_STATE_FINAL_FIELD;32;a29e71d208589904611df56473fd08f8e8f20ab5
aprof;JMH_STATE_FINAL_FIELD;26;d211d6a059ddd1be8542e64276c8bf3dfe278501
sqlg;JMH_STATE_FINAL_FIELD;44;fac6d6537df69c3e4a05877bd63d6f569a2575f9
sqlg;JMH_BENCHMARK_METHOD_FOUND;10;fac6d6537df69c3e4a05877bd63d6f569a2575f9
sqlg;JMH_IGNORED_METHOD_RETURN;36;fac6d6537df69c3e4a05877bd63d6f569a2575f9
sqlg;JMH_LOOP_INSIDE_BENCHMARK;6;fac6d6537df69c3e4a05877bd63d6f569a2575f9
aircompressor;JMH_BENCHMARK_METHOD_FOUND;2;63319e2abb6a029b12bd2fffda22d004975d71ed
aircompressor;JMH_STATE_FINAL_FIELD;18;63319e2abb6a029b12bd2fffda22d004975d71ed
parity;JMH_BENCHMARK_METHOD_FOUND;7;11042ccd7150fce1af7ba3069002fa2677a03217
parity;JMH_IGNORED_METHOD_RETURN;2;11042ccd7150fce1af7ba3069002fa2677a03217
parity;JMH_STATE_FINAL_FIELD;13;11042ccd7150fce1af7ba3069002fa2677a03217
template-benchmark;JMH_BENCHMARK_METHOD_FOUND;8;8b00e1fa38e097eeb108e205feb3a4f8a78bf6c2
template-benchmark;JMH_IGNORED_METHOD_RETURN;2;8b00e1fa38e097eeb108e205feb3a4f8a78bf6c2
template-benchmark;JMH_STATE_FINAL_FIELD;56;8b00e1fa38e097eeb108e205feb3a4f8a78bf6c2
autolink-java;JMH_BENCHMARK_METHOD_FOUND;1;2ad27952ca6722204954022d7e1d462ca239678f
autolink-java;JMH_IGNORED_METHOD_RETURN;1;2ad27952ca6722204954022d7e1d462ca239678f
injector;JMH_BENCHMARK_METHOD_FOUND;1;07ae7a9e742fdb54ecf80e00d243f05c1347861e
injector;JMH_STATE_FINAL_FIELD;6;07ae7a9e742fdb54ecf80e00d243f05c1347861e
jmh-samples;JMH_STATE_FINAL_FIELD;71;2dd70262e47bce32f9bf07723717505fbec1e332
jmh-samples;JMH_BENCHMARK_METHOD_FOUND;19;2dd70262e47bce32f9bf07723717505fbec1e332
jmh-samples;JMH_LOOP_INSIDE_BENCHMARK;8;2dd70262e47bce32f9bf07723717505fbec1e332
jmh-samples;JMH_IGNORED_METHOD_RETURN;9;2dd70262e47bce32f9bf07723717505fbec1e332
completable-futures;JMH_BENCHMARK_METHOD_FOUND;4;de76239315d409b23cb8174af8013171acf1e7bf
completable-futures;JMH_LOOP_INSIDE_BENCHMARK;2;de76239315d409b23cb8174af8013171acf1e7bf
completable-futures;JMH_STATE_FINAL_FIELD;6;de76239315d409b23cb8174af8013171acf1e7bf
hashmapTest;JMH_BENCHMARK_METHOD_FOUND;1;55669a0c3ee1f9c2525580e4ace06e910d5972ec
hashmapTest;JMH_STATE_FINAL_FIELD;18;55669a0c3ee1f9c2525580e4ace06e910d5972ec
fixio;JMH_BENCHMARK_METHOD_FOUND;1;69d68a3e225390c6de19dd3581136a74fa1790d0
fixio;JMH_FIXTURE_USING_INVOCATION_SCOPE;1;69d68a3e225390c6de19dd3581136a74fa1790d0
fixio;JMH_STATE_FINAL_FIELD;7;69d68a3e225390c6de19dd3581136a74fa1790d0
unsafe;JMH_BENCHMARK_METHOD_FOUND;4;805f54e2a8aee905003329556135b6c4059b4418
unsafe;JMH_STATE_FINAL_FIELD;45;805f54e2a8aee905003329556135b6c4059b4418
notification;JMH_BENCHMARK_METHOD_FOUND;6;6a8e8aa54fb0f06d806f8f7cc826d1c1bd5cebf7
notification;JMH_STATE_FINAL_FIELD;4;6a8e8aa54fb0f06d806f8f7cc826d1c1bd5cebf7
jvm-unsafe-utils;JMH_BENCHMARK_METHOD_FOUND;3;1b01a637df9e77f719fd8911ea921358e4d6c383
jvm-unsafe-utils;JMH_STATE_FINAL_FIELD;8;1b01a637df9e77f719fd8911ea921358e4d6c383
paleo;JMH_BENCHMARK_METHOD_FOUND;1;2867def58523861a628d28a1a6eed914aad35e36
paleo;JMH_IGNORED_METHOD_RETURN;1;2867def58523861a628d28a1a6eed914aad35e36
graph_processing;JMH_BENCHMARK_METHOD_FOUND;7;f3c38a47ecfff4ea037a4d086b509f2018c8e39a
graph_processing;JMH_IGNORED_METHOD_RETURN;6;f3c38a47ecfff4ea037a4d086b509f2018c8e39a
graph_processing;JMH_STATE_FINAL_FIELD;24;f3c38a47ecfff4ea037a4d086b509f2018c8e39a
yauaa;JMH_BENCHMARK_METHOD_FOUND;15;1b642ed2c01258b33bcef5a7bca487c45dc120b8
yauaa;JMH_STATE_FINAL_FIELD;7;1b642ed2c01258b33bcef5a7bca487c45dc120b8
json-avro-converter;JMH_BENCHMARK_METHOD_FOUND;4;dcff6e958d0d7f42b9087b8cefa405b7e4d0b867
json-avro-converter;JMH_STATE_FINAL_FIELD;6;dcff6e958d0d7f42b9087b8cefa405b7e4d0b867
gorilla-tsc;JMH_BENCHMARK_METHOD_FOUND;4;f1a28ee3aed321b73311b0f73c3bc9814f4b23da
gorilla-tsc;JMH_LOOP_INSIDE_BENCHMARK;4;f1a28ee3aed321b73311b0f73c3bc9814f4b23da
gorilla-tsc;JMH_STATE_FINAL_FIELD;12;f1a28ee3aed321b73311b0f73c3bc9814f4b23da
zipkin-reporter-java;JMH_BENCHMARK_METHOD_FOUND;10;182399bb3a4fc0b690b6842d4889910a9fe02fec
zipkin-reporter-java;JMH_STATE_FINAL_FIELD;74;182399bb3a4fc0b690b6842d4889910a9fe02fec
zipkin-reporter-java;JMH_IGNORED_METHOD_RETURN;3;182399bb3a4fc0b690b6842d4889910a9fe02fec
zipkin-reporter-java;JMH_LOOP_INSIDE_BENCHMARK;4;182399bb3a4fc0b690b6842d4889910a9fe02fec
rxjava2-extras;JMH_BENCHMARK_METHOD_FOUND;10;e89899091cf8544375b236e69799b90508813bee
rxjava2-extras;JMH_STATE_FINAL_FIELD;8;e89899091cf8544375b236e69799b90508813bee
idea-gradle-dependencies-formatter;JMH_BENCHMARK_METHOD_FOUND;1;c1c65c54731f34285bfd8fe5d09fe94f2632fbac
idea-gradle-dependencies-formatter;JMH_IGNORED_METHOD_RETURN;1;c1c65c54731f34285bfd8fe5d09fe94f2632fbac
idea-gradle-dependencies-formatter;JMH_STATE_FINAL_FIELD;16;c1c65c54731f34285bfd8fe5d09fe94f2632fbac
Microservices;JMH_BENCHMARK_METHOD_FOUND;1;da33d70ad10d10e2a324a789dce733d64809fa23
Microservices;JMH_LOOP_INSIDE_BENCHMARK;3;da33d70ad10d10e2a324a789dce733d64809fa23
Microservices;JMH_STATE_FINAL_FIELD;6;da33d70ad10d10e2a324a789dce733d64809fa23
FieldMagic;JMH_BENCHMARK_METHOD_FOUND;3;ee55fc591b4285f368bd355fcacb24a984273c7d
FieldMagic;JMH_LOOP_INSIDE_BENCHMARK;1;ee55fc591b4285f368bd355fcacb24a984273c7d
FieldMagic;JMH_STATE_FINAL_FIELD;7;ee55fc591b4285f368bd355fcacb24a984273c7d
oopsla15-artifact;JMH_BENCHMARKMODE_SINGLESHOT;5;f6e37eeaab74146f68657b394b75863909b8fe2d
oopsla15-artifact;JMH_BENCHMARK_METHOD_FOUND;213;f6e37eeaab74146f68657b394b75863909b8fe2d
oopsla15-artifact;JMH_STATE_FINAL_FIELD;550;f6e37eeaab74146f68657b394b75863909b8fe2d
oopsla15-artifact;JMH_LOOP_INSIDE_BENCHMARK;26;f6e37eeaab74146f68657b394b75863909b8fe2d
oopsla15-artifact;JMH_FIXTURE_USING_INVOCATION_SCOPE;13;f6e37eeaab74146f68657b394b75863909b8fe2d
oopsla15-artifact;JMH_IGNORED_METHOD_RETURN;6;f6e37eeaab74146f68657b394b75863909b8fe2d
oopsla15-artifact;JMH_NOTFORKED_BENCHMARK;3;f6e37eeaab74146f68657b394b75863909b8fe2d
streamalg;JMH_BENCHMARK_METHOD_FOUND;34;4f5c6a4e8b81db129c8357bc01f7734a9ca238db
streamalg;JMH_LOOP_INSIDE_BENCHMARK;5;4f5c6a4e8b81db129c8357bc01f7734a9ca238db
streamalg;JMH_STATE_FINAL_FIELD;39;4f5c6a4e8b81db129c8357bc01f7734a9ca238db
entity-system-benchmarks;JMH_BENCHMARK_METHOD_FOUND;20;a6b6d57dff8b018f5a2fa0c15a5884964c9054d1
entity-system-benchmarks;JMH_STATE_FINAL_FIELD;117;a6b6d57dff8b018f5a2fa0c15a5884964c9054d1
rtree-3d;JMH_BENCHMARK_METHOD_FOUND;34;40730e59f555c51bde8a689bbc363fcfdc0b9775
rtree-3d;JMH_STATE_FINAL_FIELD;24;40730e59f555c51bde8a689bbc363fcfdc0b9775
template-compiler;JMH_BENCHMARK_METHOD_FOUND;27;9efe9f142b89cbc57a00388d9280f140cac4841c
template-compiler;JMH_IGNORED_METHOD_RETURN;2;9efe9f142b89cbc57a00388d9280f140cac4841c
template-compiler;JMH_STATE_FINAL_FIELD;42;9efe9f142b89cbc57a00388d9280f140cac4841c
cache2k-benchmark;JMH_BENCHMARK_METHOD_FOUND;28;9592a3f9144e2ad2f398871f27045833ffd6cd04
cache2k-benchmark;JMH_STATE_FINAL_FIELD;191;9592a3f9144e2ad2f398871f27045833ffd6cd04
cache2k-benchmark;JMH_LOOP_INSIDE_BENCHMARK;5;9592a3f9144e2ad2f398871f27045833ffd6cd04
cache2k-benchmark;JMH_BENCHMARKMODE_SINGLESHOT;1;9592a3f9144e2ad2f398871f27045833ffd6cd04
cache2k-benchmark;JMH_IGNORED_METHOD_RETURN;1;9592a3f9144e2ad2f398871f27045833ffd6cd04
silverflash;JMH_BENCHMARK_METHOD_FOUND;6;65b0d9fb4c24f5086420f45f8fc3a66ec8fd25a4
silverflash;JMH_IGNORED_METHOD_RETURN;11;65b0d9fb4c24f5086420f45f8fc3a66ec8fd25a4
silverflash;JMH_LOOP_INSIDE_BENCHMARK;6;65b0d9fb4c24f5086420f45f8fc3a66ec8fd25a4
silverflash;JMH_STATE_FINAL_FIELD;71;65b0d9fb4c24f5086420f45f8fc3a66ec8fd25a4
rest-schemagen;JMH_BENCHMARK_METHOD_FOUND;2;6bc0e3f8a539a2e43ef3d2c41b66c8185cdf71d8
sulky;JMH_BENCHMARK_METHOD_FOUND;6;0ced4963f7b7396657ecaf2cd777730378f1481a
sulky;JMH_STATE_FINAL_FIELD;7;0ced4963f7b7396657ecaf2cd777730378f1481a
jvptree;JMH_BENCHMARK_METHOD_FOUND;8;db16105cb368964cdbd317569621df67b12ef0ac
jvptree;JMH_STATE_FINAL_FIELD;26;db16105cb368964cdbd317569621df67b12ef0ac
jvptree;JMH_IGNORED_METHOD_RETURN;1;db16105cb368964cdbd317569621df67b12ef0ac
compactmap;JMH_BENCHMARK_METHOD_FOUND;9;655d7a8bc1e46c49f53710dd095a39c72eda2052
compactmap;JMH_LOOP_INSIDE_BENCHMARK;9;655d7a8bc1e46c49f53710dd095a39c72eda2052
compactmap;JMH_STATE_FINAL_FIELD;110;655d7a8bc1e46c49f53710dd095a39c72eda2052
java-final-benchmark;JMH_BENCHMARK_METHOD_FOUND;34;0d5cebc7c77c03105e1f5dd80e4fee54dda8f370
java-final-benchmark;JMH_IGNORED_METHOD_RETURN;2;0d5cebc7c77c03105e1f5dd80e4fee54dda8f370
java-final-benchmark;JMH_STATE_FINAL_FIELD;408;0d5cebc7c77c03105e1f5dd80e4fee54dda8f370
rut;JMH_BENCHMARK_METHOD_FOUND;5;275fcdfeef0f276df2a54bf329a669746760803a
rut;JMH_IGNORED_METHOD_RETURN;3;275fcdfeef0f276df2a54bf329a669746760803a
rut;JMH_LOOP_INSIDE_BENCHMARK;2;275fcdfeef0f276df2a54bf329a669746760803a
rut;JMH_STATE_FINAL_FIELD;13;275fcdfeef0f276df2a54bf329a669746760803a
cqrs-hotel;JMH_BENCHMARK_METHOD_FOUND;6;d8ddbf88874e70ddeb3094277ae3160c2b813ba4
cqrs-hotel;JMH_STATE_FINAL_FIELD;14;d8ddbf88874e70ddeb3094277ae3160c2b813ba4
parallelism-benchmarks;JMH_BENCHMARK_METHOD_FOUND;5;f06ad02902040ec63332794781edf84ccde37e6c
parallelism-benchmarks;JMH_IGNORED_METHOD_RETURN;13;f06ad02902040ec63332794781edf84ccde37e6c
parallelism-benchmarks;JMH_LOOP_INSIDE_BENCHMARK;12;f06ad02902040ec63332794781edf84ccde37e6c
